workerid,proliferate.condition,accuracy,coding,failed_audio,failed_images,failed_video,internal_node_id,lex_code,question_order,response,result,rt,sib_code,slider_start,spk,stimulus,success,time_elapsed,timeout,trial_index,trial_type,triplet_id,error
576,list2,,,,,,0.0-6.0-1.88,,,,,,,,,,,448746,,183,html-keyboard-response,,
576,list2,,,,,,0.0-6.0-0.89,neutral,,404,,3629,low,5000,246,audio/246_SN16_low.wav,,452370,,184,audio-slider-response,16,
576,list2,,,,,,0.0-6.0-1.89,,,,,,,,,,,452875,,185,html-keyboard-response,,
576,list2,,,,,,0.0-6.0-0.90,neutral,,8209,,3131,control,5000,340,audio/340_CN1.wav,,456000,,186,audio-slider-response,1,
576,list2,,,,,,0.0-6.0-1.90,,,,,,,,,,,456510,,187,html-keyboard-response,,
576,list2,,,,,,0.0-6.0-0.91,neutral,,652,,2261,control,5000,246,audio/246_CN16.wav,,458769,,188,audio-slider-response,16,
576,list2,,,,,,0.0-6.0-1.91,,,,,,,,,,,459279,,189,html-keyboard-response,,
576,list2,,,,,,0.0-6.0-0.92,neutral,,0,,2741,control,5000,246,audio/246_CN9.wav,,462021,,190,audio-slider-response,9,
576,list2,,,,,,0.0-6.0-1.92,,,,,,,,,,,462527,,191,html-keyboard-response,,
576,list2,,,,,,0.0-6.0-0.93,neutral,,,,,mid,5000,340,audio/340_SN20_mid.wav,,472543,,192,audio-slider-response,20,
576,list2,,,,,,0.0-6.0-1.93,,,,,,,,,,,473051,,193,html-keyboard-response,,
576,list2,,,,,,0.0-6.0-0.94,neutral,,839,,2659,high,5000,246,audio/246_SN3_high.wav,,475716,,194,audio-slider-response,3,
576,list2,,,,,,0.0-6.0-1.94,,,,,,,,,,,476226,,195,html-keyboard-response,,
576,list2,,,,,,0.0-6.0-0.95,neutral,,6698,,2848,control,5000,723,audio/723_CN19.wav,,479072,,196,audio-slider-response,19,
576,list2,,,,,,0.0-6.0-1.95,,,,,,,,,,,479579,,197,html-keyboard-response,,
576,list2,,,,,,0.0-6.0-0.96,neutral,,,,,mid,5000,340,audio/340_SN9_mid.wav,,490256,,198,audio-slider-response,9,
576,list2,,,,,,0.0-6.0-1.96,,,,,,,,,,,490763,,199,html-keyboard-response,,
576,list2,,,,,,0.0-6.0-0.97,neutral,,6491,,3371,control,5000,723,audio/723_CN2.wav,,494130,,200,audio-slider-response,2,
576,list2,,,,,,0.0-6.0-1.97,,,,,,,,,,,494634,,201,html-keyboard-response,,
576,list2,,,,,,0.0-6.0-0.98,neutral,,631,,3280,mid,5000,246,audio/246_SN20_mid.wav,,497914,,202,audio-slider-response,20,
576,list2,,,,,,0.0-6.0-1.98,,,,,,,,,,,498420,,203,html-keyboard-response,,
576,list2,,,,,,0.0-6.0-0.99,neutral,,549,,2080,mid,5000,246,audio/246_SN15_mid.wav,,500499,,204,audio-slider-response,15,
576,list2,,,,,,0.0-6.0-1.99,,,,,,,,,,,501009,,205,html-keyboard-response,,
576,list2,,,,,,0.0-6.0-0.100,neutral,,901,,3899,high,5000,246,audio/246_SN14_high.wav,,504914,,206,audio-slider-response,14,
576,list2,,,,,,0.0-6.0-1.100,,,,,,,,,,,505418,,207,html-keyboard-response,,
576,list2,,,,,,0.0-6.0-0.101,neutral,,7526,,5779,mid,5000,340,audio/340_SN19_mid.wav,,511203,,208,audio-slider-response,19,
576,list2,,,,,,0.0-6.0-1.101,,,,,,,,,,,511717,,209,html-keyboard-response,,
576,list2,,,,,,0.0-6.0-0.102,neutral,,7712,,2520,control,5000,723,audio/723_CN16.wav,,514235,,210,audio-slider-response,16,
576,list2,,,,,,0.0-6.0-1.102,,,,,,,,,,,514741,,211,html-keyboard-response,,
576,list2,,,,,,0.0-6.0-0.103,neutral,,818,,2859,control,5000,246,audio/246_CN18.wav,,517601,,212,audio-slider-response,18,
576,list2,,,,,,0.0-6.0-1.103,,,,,,,,,,,518111,,213,html-keyboard-response,,
576,list2,,,,,,0.0-6.0-0.104,neutral,,9286,,2581,low,5000,340,audio/340_SN17_low.wav,,520691,,214,audio-slider-response,17,
576,list2,,,,,,0.0-6.0-1.104,,,,,,,,,,,521216,,215,html-keyboard-response,,
576,list2,,,,,,0.0-6.0-0.105,neutral,,404,,2291,high,5000,246,audio/246_SN13_high.wav,,523507,,216,audio-slider-response,13,
576,list2,,,,,,0.0-6.0-1.105,,,,,,,,,,,524022,,217,html-keyboard-response,,
576,list2,,,,,,0.0-6.0-0.106,neutral,,342,,2840,high,5000,246,audio/246_SN1_high.wav,,526858,,218,audio-slider-response,1,
576,list2,,,,,,0.0-6.0-1.106,,,,,,,,,,,527366,,219,html-keyboard-response,,
576,list2,,,,,,0.0-6.0-0.107,neutral,,756,,4501,control,5000,246,audio/246_CN7.wav,,531867,,220,audio-slider-response,7,
576,list2,,,,,,0.0-6.0-1.107,,,,,,,,,,,532378,,221,html-keyboard-response,,
576,list2,,,,,,0.0-7.0,,,0,,13171,,,,"<p><font size='3'>You have completed the listening trials. You will now complete a short questionnaire. During the questionnaire, you will see a series of statements alongside a scale. Click along the scale to indicate how much you agree or disagree with the statement. Upon completion of the questionnaire, you will be asked to fill out an optional demographic survey. <br><br>When you're ready to begin the questionnaire, click ‘Continue’.</font></p>",,545550,,222,html-button-response,,
576,list2,,POSITIVE,,,,0.0-8.0-0.0,,,631,,7392,,5000,,Some types of work are just not appropriate for women.<br><br>,,552942,,223,html-slider-response,,
576,list2,,NEGATIVE,,,,0.0-8.0-0.1,,,9327,,17725,,5000,,We should stop thinking about whether people are male or female and focus on other characteristics.<br><br>,,570669,,224,html-slider-response,,
576,list2,,NEGATIVE,,,,0.0-8.0-0.2,,,0,,5070,,5000,,Tasks around the house should not be assigned by sex.<br><br>,,575739,,225,html-slider-response,,
576,list2,,POSITIVE,,,,0.0-8.0-0.3,,,5477,,5760,,5000,,Girls should be protected and watched over more than boys.<br><br>,,581501,,226,html-slider-response,,
576,list2,,POSITIVE,,,,0.0-8.0-0.4,,,5248,,7026,,5000,,Mothers should make most decisions about how children are brought up.<br><br>,,588529,,227,html-slider-response,,
576,list2,,POSITIVE,,,,0.0-8.0-0.5,,,0,,19591,,5000,,"For many important jobs, it is better to choose men instead of women.<br><br>",,608120,,228,html-slider-response,,
576,list2,,POSITIVE,,,,0.0-8.0-0.6,,,0,,6502,,5000,,A father’s major responsibility is to provide financially for his children.<br><br>,,614623,,229,html-slider-response,,
576,list2,,NEGATIVE,,,,0.0-8.0-0.7,,,10000,,4402,,5000,,People should be treated the same regardless of their sex.<br><br>,,619027,,230,html-slider-response,,
576,list2,,POSITIVE,,,,0.0-8.0-0.8,,,31,,4145,,5000,,Men are more sexual than women.<br><br>,,623173,,231,html-slider-response,,
576,list2,,POSITIVE,,,,0.0-8.0-0.9,,,,,,,5000,,Only some types of work are appropriate for both men and women.<br><br>,,643399,,232,html-slider-response,,
576,list2,,NEGATIVE,,,,0.0-8.0-0.10,,,10000,,9223,,5000,,The freedom that children are given should be determined by their age and maturity level and not by their sex.<br><br>,,652622,,233,html-slider-response,,
576,list2,,NEGATIVE,,,,0.0-8.0-0.11,,,9162,,18194,,5000,,People can be both aggressive and nurturing regardless of sex.<br><br>,,670819,,234,html-slider-response,,
576,list2,,POSITIVE,,,,0.0-8.0-0.12,,,135,,17234,,5000,,Mothers should work only if necessary.<br><br>,,688053,,235,html-slider-response,,
576,list2,,,,,,0.0-9.0,,,0,,4645,,,,"<p><font size='3'>You have completed the questionnaire. There will now be an optional survey. Please answer the following questions if you feel comfortable doing so. If you do not wish to answer a question, please leave it blank. <br><br>When you're ready to procede, click ‘Continue’.</font></p>",,692699,,236,html-button-response,,
576,list2,,,,,,0.0-10.0,,[0],{'Q0': 1},,5874,,,,,,698575,,237,survey-likert,,
576,list2,[],,,,,0.0-11.0,,,"{'age': '44', 'P0_Q0': None, 'enjoy': 'An average experiment', 'gender': 'Male', 'region': 'West - AK, CA, CO, HI, ID, MT, NV, OR, UT, WA, WY', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': 'none', 'language': 'english', 'education': 'Graduated high school'}",,40612,,,,,,739236,,238,survey,,
576,list2,,,,,,0.0-12.0,,,0,,1904,,,,Thank you for your time! Please click 'Finish' and then wait a moment until you're directed back to Prolific.<br><br>,,741140,,239,html-button-response,,
579,list2,,,[],[],[],0.0-0.0,,,,,,,,,,True,5663,False,0,preload,,
579,list2,,,,,,0.0-1.0,,,0,,25736,,,,"<p><font size='3'>DESCRIPTION: You are invited to participate in a research study. Its general purpose is to understand how people perceive speech. We are interested in how people make use of varying properties of language to infer social information about a speaker. In this study, you will hear spoken sentences, and you will be asked to make simple decisions about the sentences you hear. Following this, you will be asked to complete a short questionnaire, where you will indicate on a sliding scale how much you agree or disagree with a series of statements. You will also be asked to complete an optional demographic survey. <br><br>TIME INVOLVEMENT: Your participation will take approximately 10 to 20 minutes. <br><br>RISKS AND BENEFITS: The foreseeable risks associated with this study are minimal. This judgment is based on a large body of experience with the same or similar procedures with people of similar ages, sex, origins, etc. Study data will be stored securely, in compliance with Stanford University standards, minimizing the risk of confidentiality breach. There are no known benefits to you for participating in this study, and we cannot and do not guarantee or promise that you will receive any benefits from this study. You will help us to understand how people perceive spoken language. <br><br>PAYMENT: You will be paid at the posted rate. <br><br>PARTICIPANT RIGHTS: If you have read this form and have decided to participate in this project, please understand your participation is voluntary and you have the right to withdraw your consent or discontinue participation at any time without penalty or loss of benefits to which you are otherwise entitled. The alternative is not to participate. You have the right to refuse to answer particular questions. The results of this research study may be presented at scientific or professional meetings or published in scientific journals. Your individual privacy will be maintained in all published and written data resulting from the study. In accordance with scientific norms, the data from this study may be used or shared with other researchers for future research (after removing personally identifying information) without additional consent from you. <br><br>CONTACT INFORMATION: If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director Grace Brown at (616) 498-8188. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650) 723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 3000 El Camino Real, Five Palo Alto Square, 4th Floor, Palo Alto, CA 94306 USA. <br><br>WAIVER OF DOCUMENTATION: If you agree to participate in this research, please click the 'Continue' button. </font></p>",,31401,,1,html-button-response,,
579,list2,,,,,,0.0-2.0,,,0,,8906,,,,"<p><font size='3'>This study requires you to listen to audio clips. To ensure you can adequately hear the audio presented in this study, the next page will have an audio attention check. Please wear headphones, and be prepared to adjust the volume on your device if necessary. <br><br> When you are ready to begin the audio attention check, click 'Start'. </font></p>",,40308,,2,html-button-response,,
579,list2,,,,,,0.0-3.0,,,2,correct,3584,,,,audio/gift.wav,,43964,,3,audio-button-response,,
579,list2,,,,,,0.0-4.0,,,0,,1248,,,,<p>Correct! You are ready to begin the study.</p>,,45212,,4,html-button-response,,
579,list2,,,,,,0.0-5.0,,,0,,17530,,,,"<p><font size='3'>In this experiment, you will listen to a series of sentences, produced by different speakers. While listening to each sentence, you will be prompted to rate the social characteristics of its speaker. To rate the social characteristics of a speaker, click along the scale that appears on your screen. You may click along this scale after the speaker stops talking. Try to respond as quickly as you can. If you do not respond within ten seconds, the experiment will advance automatically. There will be a progress bar at the top of the screen. When you're ready to hear the first speaker, click ‘Start’. </font></p>",,62743,,5,html-button-response,,
579,list2,,,,,,0.0-6.0-0.0,neutral,,3558,,9584,high,5000,723,audio/723_SN7_high.wav,,72328,,6,audio-slider-response,7,
579,list2,,,,,,0.0-6.0-1.0,,,,,,,,,,,72829,,7,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.1,neutral,,0,,6416,control,5000,246,audio/246_CN19.wav,,79246,,8,audio-slider-response,19,
579,list2,,,,,,0.0-6.0-1.1,,,,,,,,,,,79747,,9,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.2,neutral,,7369,,6744,control,5000,723,audio/723_CN21.wav,,86490,,10,audio-slider-response,21,
579,list2,,,,,,0.0-6.0-1.2,,,,,,,,,,,86992,,11,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.3,neutral,,3921,,5077,high,5000,340,audio/340_SN7_high.wav,,92069,,12,audio-slider-response,7,
579,list2,,,,,,0.0-6.0-1.3,,,,,,,,,,,92570,,13,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.4,neutral,,1273,,5688,control,5000,246,audio/246_CN4.wav,,98257,,14,audio-slider-response,4,
579,list2,,,,,,0.0-6.0-1.4,,,,,,,,,,,98759,,15,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.5,neutral,,6549,,4875,control,5000,340,audio/340_CN7.wav,,103634,,16,audio-slider-response,7,
579,list2,,,,,,0.0-6.0-1.5,,,,,,,,,,,104135,,17,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.6,neutral,,6402,,4155,low,5000,723,audio/723_SN16_low.wav,,108291,,18,audio-slider-response,16,
579,list2,,,,,,0.0-6.0-1.6,,,,,,,,,,,108793,,19,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.7,neutral,,7337,,3739,high,5000,340,audio/340_SN1_high.wav,,112532,,20,audio-slider-response,1,
579,list2,,,,,,0.0-6.0-1.7,,,,,,,,,,,113033,,21,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.8,neutral,,7474,,3741,control,5000,723,audio/723_CN20.wav,,116775,,22,audio-slider-response,20,
579,list2,,,,,,0.0-6.0-1.8,,,,,,,,,,,117276,,23,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.9,neutral,,8180,,3400,control,5000,723,audio/723_CN13.wav,,120677,,24,audio-slider-response,13,
579,list2,,,,,,0.0-6.0-1.9,,,,,,,,,,,121179,,25,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.10,neutral,,4341,,3659,high,5000,340,audio/340_SN8_high.wav,,124839,,26,audio-slider-response,8,
579,list2,,,,,,0.0-6.0-1.10,,,,,,,,,,,125341,,27,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.11,neutral,,0,,3248,control,5000,246,audio/246_CN14.wav,,128587,,28,audio-slider-response,14,
579,list2,,,,,,0.0-6.0-1.11,,,,,,,,,,,129088,,29,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.12,neutral,,872,,6133,high,5000,246,audio/246_SN3_high.wav,,135223,,30,audio-slider-response,3,
579,list2,,,,,,0.0-6.0-1.12,,,,,,,,,,,135724,,31,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.13,neutral,,8906,,3979,control,5000,723,audio/723_CN5.wav,,139703,,32,audio-slider-response,5,
579,list2,,,,,,0.0-6.0-1.13,,,,,,,,,,,140204,,33,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.14,neutral,,0,,3728,mid,5000,246,audio/246_SN15_mid.wav,,143932,,34,audio-slider-response,15,
579,list2,,,,,,0.0-6.0-1.14,,,,,,,,,,,144433,,35,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.15,neutral,,7870,,3365,control,5000,723,audio/723_CN4.wav,,147799,,36,audio-slider-response,4,
579,list2,,,,,,0.0-6.0-1.15,,,,,,,,,,,148301,,37,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.16,neutral,,8536,,4560,control,5000,723,audio/723_CN1.wav,,152863,,38,audio-slider-response,1,
579,list2,,,,,,0.0-6.0-1.16,,,,,,,,,,,153365,,39,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.17,neutral,,7960,,3747,control,5000,723,audio/723_CN17.wav,,157113,,40,audio-slider-response,17,
579,list2,,,,,,0.0-6.0-1.17,,,,,,,,,,,157615,,41,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.18,neutral,,7797,,3000,control,5000,723,audio/723_CN15.wav,,160615,,42,audio-slider-response,15,
579,list2,,,,,,0.0-6.0-1.18,,,,,,,,,,,161116,,43,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.19,neutral,,7482,,3379,high,5000,723,audio/723_SN8_high.wav,,164495,,44,audio-slider-response,8,
579,list2,,,,,,0.0-6.0-1.19,,,,,,,,,,,164996,,45,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.20,neutral,,7365,,3123,high,5000,340,audio/340_SN13_high.wav,,168117,,46,audio-slider-response,13,
579,list2,,,,,,0.0-6.0-1.20,,,,,,,,,,,168619,,47,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.21,neutral,,8570,,4064,mid,5000,723,audio/723_SN5_mid.wav,,172684,,48,audio-slider-response,5,
579,list2,,,,,,0.0-6.0-1.21,,,,,,,,,,,173186,,49,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.22,neutral,,7775,,5077,low,5000,723,audio/723_SN10_low.wav,,178265,,50,audio-slider-response,10,
579,list2,,,,,,0.0-6.0-1.22,,,,,,,,,,,178766,,51,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.23,neutral,,7406,,3245,control,5000,340,audio/340_CN14.wav,,182012,,52,audio-slider-response,14,
579,list2,,,,,,0.0-6.0-1.23,,,,,,,,,,,182512,,53,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.24,neutral,,8226,,3235,low,5000,723,audio/723_SN17_low.wav,,185747,,54,audio-slider-response,17,
579,list2,,,,,,0.0-6.0-1.24,,,,,,,,,,,186248,,55,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.25,neutral,,6463,,3899,mid,5000,340,audio/340_SN19_mid.wav,,190146,,56,audio-slider-response,19,
579,list2,,,,,,0.0-6.0-1.25,,,,,,,,,,,190647,,57,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.26,neutral,,8293,,4445,mid,5000,723,audio/723_SN9_mid.wav,,195094,,58,audio-slider-response,9,
579,list2,,,,,,0.0-6.0-1.26,,,,,,,,,,,195595,,59,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.27,neutral,,7168,,3637,control,5000,340,audio/340_CN10.wav,,199234,,60,audio-slider-response,10,
579,list2,,,,,,0.0-6.0-1.27,,,,,,,,,,,199734,,61,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.28,neutral,,504,,3731,control,5000,246,audio/246_CN17.wav,,203464,,62,audio-slider-response,17,
579,list2,,,,,,0.0-6.0-1.28,,,,,,,,,,,203965,,63,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.29,neutral,,1506,,2952,control,5000,246,audio/246_CN16.wav,,206919,,64,audio-slider-response,16,
579,list2,,,,,,0.0-6.0-1.29,,,,,,,,,,,207420,,65,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.30,neutral,,1207,,4624,control,5000,246,audio/246_CN10.wav,,212045,,66,audio-slider-response,10,
579,list2,,,,,,0.0-6.0-1.30,,,,,,,,,,,212547,,67,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.31,neutral,,2602,,4632,low,5000,246,audio/246_SN21_low.wav,,217178,,68,audio-slider-response,21,
579,list2,,,,,,0.0-6.0-1.31,,,,,,,,,,,217680,,69,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.32,neutral,,8626,,3536,control,5000,723,audio/723_CN16.wav,,221217,,70,audio-slider-response,16,
579,list2,,,,,,0.0-6.0-1.32,,,,,,,,,,,221718,,71,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.33,neutral,,1909,,6011,control,5000,246,audio/246_CN1.wav,,227730,,72,audio-slider-response,1,
579,list2,,,,,,0.0-6.0-1.33,,,,,,,,,,,228232,,73,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.34,neutral,,8488,,4877,mid,5000,340,audio/340_SN18_mid.wav,,233108,,74,audio-slider-response,18,
579,list2,,,,,,0.0-6.0-1.34,,,,,,,,,,,233609,,75,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.35,neutral,,2766,,3749,mid,5000,246,audio/246_SN5_mid.wav,,237360,,76,audio-slider-response,5,
579,list2,,,,,,0.0-6.0-1.35,,,,,,,,,,,237861,,77,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.36,neutral,,7997,,3525,control,5000,340,audio/340_CN17.wav,,241386,,78,audio-slider-response,17,
579,list2,,,,,,0.0-6.0-1.36,,,,,,,,,,,241887,,79,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.37,neutral,,7819,,2888,control,5000,340,audio/340_CN9.wav,,244775,,80,audio-slider-response,9,
579,list2,,,,,,0.0-6.0-1.37,,,,,,,,,,,245275,,81,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.38,neutral,,1932,,4941,low,5000,246,audio/246_SN4_low.wav,,250218,,82,audio-slider-response,4,
579,list2,,,,,,0.0-6.0-1.38,,,,,,,,,,,250720,,83,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.39,neutral,,8049,,2571,control,5000,340,audio/340_CN19.wav,,253290,,84,audio-slider-response,19,
579,list2,,,,,,0.0-6.0-1.39,,,,,,,,,,,253792,,85,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.40,neutral,,7928,,2872,control,5000,340,audio/340_CN15.wav,,256663,,86,audio-slider-response,15,
579,list2,,,,,,0.0-6.0-1.40,,,,,,,,,,,257165,,87,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.41,neutral,,1751,,2739,control,5000,246,audio/246_CN9.wav,,259903,,88,audio-slider-response,9,
579,list2,,,,,,0.0-6.0-1.41,,,,,,,,,,,260404,,89,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.42,neutral,,8355,,7072,low,5000,340,audio/340_SN4_low.wav,,267475,,90,audio-slider-response,4,
579,list2,,,,,,0.0-6.0-1.42,,,,,,,,,,,267976,,91,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.43,neutral,,2400,,3672,high,5000,246,audio/246_SN13_high.wav,,271649,,92,audio-slider-response,13,
579,list2,,,,,,0.0-6.0-1.43,,,,,,,,,,,272150,,93,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.44,neutral,,1732,,3323,high,5000,246,audio/246_SN8_high.wav,,275474,,94,audio-slider-response,8,
579,list2,,,,,,0.0-6.0-1.44,,,,,,,,,,,275975,,95,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.45,neutral,,1933,,2389,control,5000,246,audio/246_CN13.wav,,278365,,96,audio-slider-response,13,
579,list2,,,,,,0.0-6.0-1.45,,,,,,,,,,,278865,,97,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.46,neutral,,8360,,3067,mid,5000,723,audio/723_SN18_mid.wav,,281931,,98,audio-slider-response,18,
579,list2,,,,,,0.0-6.0-1.46,,,,,,,,,,,282432,,99,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.47,neutral,,8143,,7957,low,5000,340,audio/340_SN17_low.wav,,290390,,100,audio-slider-response,17,
579,list2,,,,,,0.0-6.0-1.47,,,,,,,,,,,290891,,101,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.48,neutral,,2361,,2928,mid,5000,246,audio/246_SN20_mid.wav,,293820,,102,audio-slider-response,20,
579,list2,,,,,,0.0-6.0-1.48,,,,,,,,,,,294322,,103,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.49,neutral,,7856,,4099,control,5000,340,audio/340_CN1.wav,,298422,,104,audio-slider-response,1,
579,list2,,,,,,0.0-6.0-1.49,,,,,,,,,,,298924,,105,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.50,neutral,,4564,,5347,control,5000,340,audio/340_CN21.wav,,304271,,106,audio-slider-response,21,
579,list2,,,,,,0.0-6.0-1.50,,,,,,,,,,,304773,,107,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.51,neutral,,7373,,3469,low,5000,723,audio/723_SN2_low.wav,,308244,,108,audio-slider-response,2,
579,list2,,,,,,0.0-6.0-1.51,,,,,,,,,,,308746,,109,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.52,neutral,,7780,,3411,mid,5000,723,audio/723_SN19_mid.wav,,312159,,110,audio-slider-response,19,
579,list2,,,,,,0.0-6.0-1.52,,,,,,,,,,,312660,,111,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.53,neutral,,,,,control,5000,340,audio/340_CN3.wav,,322662,,112,audio-slider-response,3,
579,list2,,,,,,0.0-6.0-1.53,,,,,,,,,,,323164,,113,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.54,neutral,,8518,,5325,control,5000,340,audio/340_CN4.wav,,328492,,114,audio-slider-response,4,
579,list2,,,,,,0.0-6.0-1.54,,,,,,,,,,,328993,,115,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.55,neutral,,2769,,3312,mid,5000,246,audio/246_SN9_mid.wav,,332308,,116,audio-slider-response,9,
579,list2,,,,,,0.0-6.0-1.55,,,,,,,,,,,332809,,117,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.56,neutral,,8459,,2456,high,5000,340,audio/340_SN14_high.wav,,335265,,118,audio-slider-response,14,
579,list2,,,,,,0.0-6.0-1.56,,,,,,,,,,,335766,,119,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.57,neutral,,803,,4989,high,5000,246,audio/246_SN7_high.wav,,340755,,120,audio-slider-response,7,
579,list2,,,,,,0.0-6.0-1.57,,,,,,,,,,,341256,,121,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.58,neutral,,8776,,3456,high,5000,723,audio/723_SN13_high.wav,,344712,,122,audio-slider-response,13,
579,list2,,,,,,0.0-6.0-1.58,,,,,,,,,,,345214,,123,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.59,neutral,,8830,,5888,control,5000,723,audio/723_CN9.wav,,351105,,124,audio-slider-response,9,
579,list2,,,,,,0.0-6.0-1.59,,,,,,,,,,,351607,,125,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.60,neutral,,,,,control,5000,723,audio/723_CN7.wav,,361609,,126,audio-slider-response,7,
579,list2,,,,,,0.0-6.0-1.60,,,,,,,,,,,362112,,127,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.61,neutral,,7823,,3563,mid,5000,340,audio/340_SN9_mid.wav,,365674,,128,audio-slider-response,9,
579,list2,,,,,,0.0-6.0-1.61,,,,,,,,,,,366175,,129,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.62,neutral,,7919,,2523,mid,5000,340,audio/340_SN20_mid.wav,,368700,,130,audio-slider-response,20,
579,list2,,,,,,0.0-6.0-1.62,,,,,,,,,,,369201,,131,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.63,neutral,,9612,,2760,control,5000,723,audio/723_CN3.wav,,371962,,132,audio-slider-response,3,
579,list2,,,,,,0.0-6.0-1.63,,,,,,,,,,,372464,,133,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.64,neutral,,8695,,2253,control,5000,723,audio/723_CN14.wav,,374717,,134,audio-slider-response,14,
579,list2,,,,,,0.0-6.0-1.64,,,,,,,,,,,375218,,135,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.65,neutral,,8682,,2717,control,5000,340,audio/340_CN20.wav,,377936,,136,audio-slider-response,20,
579,list2,,,,,,0.0-6.0-1.65,,,,,,,,,,,378437,,137,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.66,neutral,,8857,,2539,low,5000,340,audio/340_SN16_low.wav,,380974,,138,audio-slider-response,16,
579,list2,,,,,,0.0-6.0-1.66,,,,,,,,,,,381476,,139,html-keyboard-response,,
579,list2,,,,,,0.0-6.0-0.67,neutral,,426,,3501,control,5000,246,audio/246_CN2.wav,,384978,,140,audio-slider-response,2,
579,list2,,,,,,0.0-6.0-1.67,,,,,,,,,,,385480,,141,html-keyboard-response,,
